;;;;;;;;;;;;;;;;
CODIGO;DISTRITO;DEPARTAMENTO;MUNICIPIO;ESTABLECIMIENTO;DIRECCION;TELEFONO;SUPERVISOR;DIRECTOR;NIVEL;SECTOR;AREA;STATUS;MODALIDAD;JORNADA;PLAN;DEPARTAMENTAL
05-01-3020-46;05-033;ESCUINTLA;ESCUINTLA;COLEGIO PARTICULAR MIXTO SANTA FAMILIA;6A. CALLE 1-60 ZONA 3;78880221;REMY ARTURO SINAY GUDIEL;BERTHA ALICIA ZAMORA PORTILLO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-01-3021-46;05-033;ESCUINTLA;ESCUINTLA;COLEGIO INTEGRAL HISPANOAMERICANO;1A. AVENIDA 6-60 ZONA 4;58559720;REMY ARTURO SINAY GUDIEL;MARITZA COLLADO SOLARES;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;ESCUINTLA
05-01-3024-46;05-033;ESCUINTLA;ESCUINTLA;LICEO CRISTIANO PREUNIVERSITARIO 'BETEL';11 CALLE 5-20 ZONA 1;78881148-78891068;REMY ARTURO SINAY GUDIEL;;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;ESCUINTLA
05-01-3025-46;05-033;ESCUINTLA;ESCUINTLA;LICEO CRISTIANO PREUNIVERSITARIO BETEL;6TA AVENIDA 2-52 ZONA 1;54547864;REMY ARTURO SINAY GUDIEL;LILY BEATRIZ ORELLANA SARCEя;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;ESCUINTLA
05-01-3026-46;05-033;ESCUINTLA;ESCUINTLA;LICEO CRISTIANO PREUNIVERSITARIO BETEL;6TA AVENIDA 2-52 ZONA 1;54547864;REMY ARTURO SINAY GUDIEL;LILY BEATRIZ ORELLANA SARCEя;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-01-3027-45;05-033;ESCUINTLA;ESCUINTLA;"LICEO PREUNIVERSITARIO ""CIENCIA Y TECNOLOǴ""";6TA AVENIDA 2-52 ZONA 1;54547864;REMY ARTURO SINAY GUDIEL;LILY BEATRIZ ORELLANA SARCEя;BASICO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;ESCUINTLA
05-01-3028-45;05-033;ESCUINTLA;ESCUINTLA;LICEO CRISTIANO PREUNIVERSITARIO 'BETEL';11 CALLE 5-20 ZONA 1;78881148-78891068;REMY ARTURO SINAY GUDIEL;;BASICO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-01-3029-45;05-033;ESCUINTLA;ESCUINTLA;"LICEO PREUNIVERSITARIO ""CIENCIA Y TECNOLOǴ"".";6TA AVENIDA 2-52 ZONA 1;51230832;REMY ARTURO SINAY GUDIEL;SILVIA YANIRA MELENDEZ AGUILAR;BASICO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-01-3030-45;05-033;ESCUINTLA;ESCUINTLA;COLEGIO INTEGRAL HISPANOAMERICANO;1A. AVENIDA 6-60 ZONA 4;58559720;REMY ARTURO SINAY GUDIEL;MARITZA COLLADO SOLARES;BASICO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;ESCUINTLA
05-01-3031-46;05-033;ESCUINTLA;ESCUINTLA;COLEGIO INTEGRAL HISPANOAMERICANO;1A. AVENIDA 6-60 ZONA 4;58559720;REMY ARTURO SINAY GUDIEL;MARITZA COLLADO SOLARES;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;ESCUINTLA
05-01-3032-45;05-033;ESCUINTLA;ESCUINTLA;COLEGIO INTEGRAL HISPANOAMERICANO;1A. AVENIDA 6-60 ZONA 4;58559720;REMY ARTURO SINAY GUDIEL;MARITZA COLLADO SOLARES;BASICO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;ESCUINTLA
05-01-3037-43;05-021;ESCUINTLA;ESCUINTLA;COLEGIO BILINGUE CON COMPUTACION DEL PRADO;2A. AVENIDA 1-99 ZONA 2 COLONIA DEL FERROCARRILERO;78892172;LUZ DEL ROSARIO RODRIGUEZ DE LEON;NORA NOEM͠REYES AREVALO;PRIMARIA;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-01-3041-43;05-025;ESCUINTLA;ESCUINTLA;COLEGIO NUEVA GENERACION;2A. AVENIDA A 2-07 COLONIA LA CEIBA;41774006;ALMA LIBERTAD PEREZ MARTINEZ;CARLA ROSELIA PALOMO TERCERO;PRIMARIA;PRIVADO;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-01-3051-44;05-021;ESCUINTLA;ESCUINTLA;COLEGIO INTEGRAL HISPANOAMERICANO;1A. AVENIDA 6-60 ZONA 4;58559720;LUZ DEL ROSARIO RODRIGUEZ DE LEON;MARITZA COLLADO SOLARES;PRIMARIA DE ADULTOS;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;ESCUINTLA
05-01-3052-42;05-022;ESCUINTLA;ESCUINTLA;LICEO INTEGRAL DEL SUR DE ESCUINTLA;7A. CALLE 2-64 ZONA 3 BARRIO SAN MIGUEL;78893930;JUAN ALBERTO MACHUCA ALVAREZ;CɓAR AUGUSTO LӐEZ MɎDEZ;PARVULOS;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-01-3053-43;05-022;ESCUINTLA;ESCUINTLA;LICEO INTEGRAL DEL SUR DE ESCUINTLA;7A. CALLE 2-64 ZONA 3 BARRIO SAN MIGUEL;78893930;JUAN ALBERTO MACHUCA ALVAREZ;CɓAR AUGUSTO LӐEZ MɎDEZ;PRIMARIA;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-01-3054-45;05-033;ESCUINTLA;ESCUINTLA;LICEO INTEGRAL DEL SUR DE ESCUINTLA;5A. AVENIDA 6-61 ZONA 1 ESCUINTLA;78893930;REMY ARTURO SINAY GUDIEL;CɓAR AUGUSTO LӐEZ MɎDEZ;BASICO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-01-3055-42;05-001;ESCUINTLA;ESCUINTLA;ESCUELA OFICIAL DE PARVULOS;COMUNIDAD DON PANCHO;57613849;MARIA DEL CARMEN SANDOVAL LOPEZ;BLANCA MARGARITA GARĆ;PARVULOS;OFICIAL;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;DIARIO(REGULAR);ESCUINTLA
05-01-3056-45;05-033;ESCUINTLA;ESCUINTLA;'COLEGIO CARROUSEL';25 CALLE 0-09 ZONA 5, COLONIA CAсVERAL IV;78891790;REMY ARTURO SINAY GUDIEL;SANDRA EUGENIA MENDIZABAL VALDEZ;BASICO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-01-3057-46;05-033;ESCUINTLA;ESCUINTLA;INSTITUTO COMERCIAL DE COMPUTOS AVANZADOS;4A. AVENIDA 15-94 SUR FINAL;78892791;REMY ARTURO SINAY GUDIEL;NILDA JANETHE IBARRA BARRERA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-01-3098-46;05-033;ESCUINTLA;ESCUINTLA;INSTITUTO PARTICULAR MIXTO 'CIENCIA Y DESARROLLO';CABECERA MUNICIPAL;;REMY ARTURO SINAY GUDIEL;;DIVERSIFICADO;PRIVADO;URBANA;TEMPORAL TITULOS;MONOLINGUE;DOBLE;SABATINO;ESCUINTLA
05-01-3099-45;05-033;ESCUINTLA;ESCUINTLA;COLEGIO CARROUSEL;25 CALLE 0-09 ZONA 5, COLONIA CAсVERAL IV;52087048;REMY ARTURO SINAY GUDIEL;SANDRA EUGENIA MENDIZABAL VALDEZ;BASICO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;ESCUINTLA
05-01-3111-46;05-033;ESCUINTLA;ESCUINTLA;INSTITUTO TECNICO EXPERIMENTAL DEL SUR;1A. 2-38 ZONA 3;78892497;REMY ARTURO SINAY GUDIEL;;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0001-46;05-007;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;"INSTITUTO PARTICULAR MIXTO ""ISTMANIA""";4A. CALLE 4-59 ZONA 1;78821862;JUAN FRANCISCO GODOY DAVILA;----;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;NOCTURNA;DIARIO(REGULAR);ESCUINTLA
05-02-0002-46;05-007;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;CENTRO EDUCATIVO PRIVADO MIXTO MARIA LUISA;1RA. CALLE DEL BILBOA LOTE 17 A;78822709;JUAN FRANCISCO GODOY DAVILA;MIRIAM ELIZABETH CARDENAS SIFONTES;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0004-42;05-006;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;EODP ANEXA A EORM ALDEA CRUCE LA ESPERANZA;ALDEA CRUCE LA ESPERANZA;56545991;LUCINDA ARCHILA GUERRERO DE PAREDES;MILVIA JOHANA GARĆ ARDӎ;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0005-42;05-008;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;EODP ANEXA A EORM COLONIA SAN MART͎;COLONIA SAN MARTIN;44286961;LINDA ESMERALDA SANCHEZ DE MORALES;EDNA YADIRA RODRIGUEZ QUяNEZ;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0006-42;05-006;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;EODP;LOTIFICACION JORDANIA SALIDA AL JORDAN;55158157;LUCINDA ARCHILA GUERRERO DE PAREDES;ORFA SUSANA PɒEZ ALEMN;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0007-42;05-006;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;EODP ANEXA A EORM;PARCELAMIENTO EL JABAL͠CANTON B;57753521;LUCINDA ARCHILA GUERRERO DE PAREDES;MARTA ALICIA PALACIOS CALEL;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0008-42;05-006;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;EODP ANEXA A EORM;CANTON FILIPINAS PARCELAMIENTO EL JABALͼ/td>;78822626;LUCINDA ARCHILA GUERRERO DE PAREDES;MɒIDA LILIANA SALAZAR;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0009-42;05-008;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;EODP ANEXA A EORM;COLONIA VISTA LINDA;56163731;LINDA ESMERALDA SANCHEZ DE MORALES;DAMARIS RAQUEL LOPEZ DE LA CRUZ;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0010-42;05-008;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;EODP LOTIFICACIӎ EL TRIUNFO;LOTIFICACION EL TRIUNFO;58670200;LINDA ESMERALDA SANCHEZ DE MORALES;DINORA ROCIO GӍEZ COLӼ/td>;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0011-43;05-006;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;EORM;ALDEA CRUCE LA ESPERANZA;56545991;LUCINDA ARCHILA GUERRERO DE PAREDES;MILVIA JOHANA GARĆ ARDӎ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0012-43;05-008;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;EORM COLONIA SAN MART͎;COLONIA SAN MARTIN;58417987;LINDA ESMERALDA SANCHEZ DE MORALES;EDNA YADIRA RODRIGUEZ QUяNEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0013-43;05-006;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;"EORM CANTON ""B"", PARCELAMIENTO EL JABALͼ/td>";CANTON B PARCELAMIENTO EL JABALͼ/td>;57759521;LUCINDA ARCHILA GUERRERO DE PAREDES;MARTA ALICIA PALACIOS CALEL;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0014-43;05-006;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;ESCUELA OFICIAL RURAL MIXTA;CANTON FILIPINAS PARCELAMIENTO EL JABALͼ/td>;78822626;LUCINDA ARCHILA GUERRERO DE PAREDES;MɒIDA LILIANA SALAZAR;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0015-43;05-006;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;EORM LOTIFICACIӎ JORDANIA;LOTIFICACION JORDANIA SALIDA AL JORDAN;51222689;LUCINDA ARCHILA GUERRERO DE PAREDES;ORFA SUSANA PɒEZ ALEMN;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0016-43;05-008;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;ESCUELA OFICIAL RURAL MIXTA;COLONIA VISTA LINDA;56163731;LINDA ESMERALDA SANCHEZ DE MORALES;DAMARIS RAQUEL LOPEZ DE LA CRUZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0017-43;05-008;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;EORM;LOTIFICACION EL TRIUNFO;58676200;LINDA ESMERALDA SANCHEZ DE MORALES;DINORA ROCIO GӍEZ COLӼ/td>;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0020-44;05-006;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;"EMRM TALLER DE ADULTOS ""SOMOS COTZUMALGUAPA""";COLONIA LAS DELICIAS;;LUCINDA ARCHILA GUERRERO DE PAREDES;ESTUARDO NOE ESTRADA SANTIZO;PRIMARIA DE ADULTOS;MUNICIPAL;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;ESCUINTLA
05-02-0021-43;05-008;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;EORM COLONIA VISTA LINDA;COLONIA VISTA LINDA;51532765;LINDA ESMERALDA SANCHEZ DE MORALES;SILVIA LEONOR CORTEZ DE LA CRUZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0022-45;05-007;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;INSTITUTO NACIONAL DE EDUCACION BASICA;1 CALLE COLONIA VISTA LINDA;42152367;JUAN FRANCISCO GODOY DAVILA;DALIA LUCRECIA GONZLEZ LARA;BASICO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0023-46;05-007;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;MICROPARCELAMIENTO EL NARANJO MICROPARCELAMIENTO EL NARANJO;54942966;JUAN FRANCISCO GODOY DAVILA;ENDREINA WENDAL͠GONZLEZ LARA DE VALDɚ;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0024-46;05-007;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;5A. AVENIDA 2-251 CALZADA 15 DE SEPTIEMBRE ZONA 1;;JUAN FRANCISCO GODOY DAVILA;---;DIVERSIFICADO;OFICIAL;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;ESCUINTLA
05-02-0025-42;05-008;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;EODP ANEXA A EORM;COMUNIDADAGRARIA CAMPESINA DE MONTAсS AZULES;42254493;LINDA ESMERALDA SANCHEZ DE MORALES;ALEX RICARDO VILLEDA RUANO;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0027-42;05-008;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;EODP ANEXA A EORM;CASERIO EL CAMPAMENTO CARRETERA A CERRO COLORADO;31490602;LINDA ESMERALDA SANCHEZ DE MORALES;ELIZABEHT ROSELY ESTRADA ALMAZAN;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0028-43;05-008;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;EORM;ALDEA TRANSITO;;LINDA ESMERALDA SANCHEZ DE MORALES;---;PRIMARIA;OFICIAL;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0029-43;05-008;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;EORM;ALDEA LAS PLAYAS;;LINDA ESMERALDA SANCHEZ DE MORALES;---;PRIMARIA;OFICIAL;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0030-45;05-007;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;INEB;5A. AVENIDA 2-251 CALZADA 15 DE SEPTIEMBRE ZONA 1 5A. AVENIDA 2-251 CALZADA 15 DE SEPTIEMBRE ZONA 1;56145499;JUAN FRANCISCO GODOY DAVILA;JOSɠLUIS NUхZ MART͎;BASICO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;NOCTURNA;DIARIO(REGULAR);ESCUINTLA
05-02-0031-46;05-028;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;INSTITUTO TECNICO DE CAPACITACION Y PRODUCTIVIDAD -INTECAP-;KM. 93 CARRETERA CA-2 A MAZATENANGO;78280100;CLAUDIA YADIRA GUZMAN MONTEPEQUE DE AREVALO;CARLOS GUILLERMO CUSTODIO LINARES;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;DIARIO(REGULAR);ESCUINTLA
05-02-0032-46;05-007;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;COLEGIO PARTICULAR MIXTO SAGRADO CORAZӎ;"4TA. AVENIDA NORTE 1RA. CALLE ""A"" LOTIFICACIӎ EL BILBAO";77746400;JUAN FRANCISCO GODOY DAVILA;MAŔ DOLORES PɒEZ TUCHN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);ESCUINTLA
05-02-0033-45;05-007;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;LICEO MIXTO SAN JOSE;1A. CALLE 1-64 ZONA 1;78825138;JUAN FRANCISCO GODOY DAVILA;LIGIA MIRTALA BALCRCEL SILIɚAR;BASICO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;ESCUINTLA
05-02-0034-46;05-007;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;LICEO MIXTO SAN JOSɼ/td>;1A. CALLE 1-64 ZONA 1;78825138;JUAN FRANCISCO GODOY DAVILA;LIGIA MIRTALA BALCRCEL SILIɚAR;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0035-42;05-006;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;LICEO PREUNIVERSITARIO DEL SUR;4A. 2-39 ZONA 1;78821508;LUCINDA ARCHILA GUERRERO DE PAREDES;LIC. CRISTIAN ALEXANDER PɒEZ GONZLEZ;PARVULOS;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0036-43;05-006;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;LICEO PREUNIVERSITARIO DEL SUR;4A. 2-39 ZONA 1;78821508;LUCINDA ARCHILA GUERRERO DE PAREDES;LIC. CRISTIAN ALEXANDER PɒEZ GONZLEZ;PRIMARIA;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0037-46;05-007;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;INSTITUTO DE FORMACIӎ CUALIFICADA (I.F.C.);2DA. AVENIDA 1-60 ZONA 1;78821598;JUAN FRANCISCO GODOY DAVILA;NESTOR ROLANDO LEMUS POSADAS;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;ESCUINTLA
05-02-0038-46;05-007;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;INSTITUTO DE FORMACIӎ CUALIFICADA (I.F.C.);2DA. AVENIDA 1-60 ZONA 1;78821598;JUAN FRANCISCO GODOY DAVILA;NESTOR ROLANDO LEMUS POSADAS;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;ESCUINTLA
05-02-0039-43;05-006;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;COLEGIO EVANGELICO SOTER;"3ERA. CALLE 115 APARTAMENTO ""B"" COLONIA MAYA";37060883;LUCINDA ARCHILA GUERRERO DE PAREDES;ZOILA ESPERANZA COLIN FUENTES;PRIMARIA;PRIVADO;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0040-42;05-006;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;COLEGIO EVANGELICO SOTER;"3ERA. CALLE 115 APARTAMENTO ""B"" COLONIA MAYA";37060883;LUCINDA ARCHILA GUERRERO DE PAREDES;ZOILA ESPERANZA COLIN FUENTES;PARVULOS;PRIVADO;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0041-46;05-033;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;INSTITUTO DE COMPUTACION INFORMATICA;4A. AVENIDA 5-55 ZONA 1;78822518;REMY ARTURO SINAY GUDIEL;JULIETA CORDERO SANCHEZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;ESCUINTLA
05-02-0042-45;05-007;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;LICEO MIXTO SAN JOSɼ/td>;1A. CALLE 1-64 ZONA 1;78825138;JUAN FRANCISCO GODOY DAVILA;LIGIA MIRTALA BALCRCEL SILIɚAR;BASICO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;ESCUINTLA
05-02-0043-46;05-007;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;COLEGIO MIXTO COTZUMALGUAPA;CALZADA 15 DE SEPTIEMBRE 5-250;78826174;JUAN FRANCISCO GODOY DAVILA;MARIA JOSEFA ROSADO LARA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0044-46;05-007;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;COLEGIO MIXTO COTZUMALGUAPA;CALZADA 15 DE SEPTIEMBRE 5-250;78826174;JUAN FRANCISCO GODOY DAVILA;MARIA JOSEFA ROSADO LARA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0045-46;05-007;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;LICEO MIXTO SAN JOSE;1RA. CALLE 1-64 ZONA 1;78825138;JUAN FRANCISCO GODOY DAVILA;LIGIA BALCARCEL SILIEZAR DE PAIZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0046-45;05-007;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;LICEO MIXTO SAN JOSɼ/td>;1 CALLE 1-64 ZONA 1;78825138;JUAN FRANCISCO GODOY DAVILA;LIGIA MIRTALA BALCRCEL SILIɚAR;BASICO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0047-46;05-007;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;COLEGIO PARTICULAR MIXTO SAGRADO CORAZӎ;"4TA. AVENIDA NORTE 1RA. CALLE ""A"" LOTIFICACIӎ EL BILBAO";77746400;JUAN FRANCISCO GODOY DAVILA;MAŔ DOLORES PɒEZ TUCHN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);ESCUINTLA
05-02-0048-45;05-007;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;CENTRO EDUCATIVO INTEGRAL GLO-A-MIEL;"5A. AVENIDA ""A"" 2-49 ZONA 1";78825713;JUAN FRANCISCO GODOY DAVILA;HILDA GABRIELA GUZMAN PER;BASICO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-02-0049-45;05-007;ESCUINTLA;SANTA LUCIA COTZUMALGUAPA;CENTRO EDUCATIVO INTEGRAL GLO-A-MIEL;3RA AVENIDA NORTE 0-47 ZONA 1;78825713;JUAN FRANCISCO GODOY DAVILA;HILDA GABRIELA GUZMN PER;BASICO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;ESCUINTLA
